ic_number,plate_number,age,months_as_customer,vehicle_age_years,vehicle_make,policy_expired_flag,deductible_amount,market_value,damage_severity_score,repair_amount,at_fault_flag,time_to_report_days,claim_reported_to_police_flag,license_type_missing_flag,num_third_parties,num_witnesses,approval_flag,coverage_amount
831020-10-1453,LRH5761,38,9,19,Perodua Myvi,0,200.0,50000.0,0.43,8466.97,0,7,0,0,0,2,1,8266.97
990518-61-1862,XDN8292,38,0,4,Perodua Myvi,1,300.0,50000.0,0.45,9924.98,1,5,0,0,0,0,0,0.0
950523-57-9947,NES0670,25,4,0,Proton X70,0,800.0,110000.0,0.42,22692.47,0,8,1,0,1,1,1,21892.47
970703-04-5452,GEY9023,18,0,4,Proton X70,0,200.0,110000.0,0.49,20908.68,0,6,1,0,1,1,1,20708.68
661217-02-8782,HIE3155,38,18,14,Honda City,0,300.0,80000.0,0.46,12091.19,0,2,0,0,1,1,1,11791.19
021225-36-6995,RRU4216,35,17,12,Honda City,0,300.0,80000.0,0.5,15735.64,1,8,1,0,0,2,1,15435.64
690801-19-3691,URS3737,50,9,14,Perodua Myvi,0,1000.0,50000.0,0.64,12248.49,0,6,0,0,0,0,1,11248.49
490127-92-9526,ULQ1303,45,3,6,Toyota Vios,0,300.0,75000.0,0.74,18803.0,0,3,1,0,0,0,1,18503.0
560210-04-1152,XRZ0572,36,4,18,Perodua Myvi,0,800.0,50000.0,0.45,8169.68,1,4,1,0,0,0,1,7369.68
550412-22-4830,PZJ7303,33,10,4,Perodua Myvi,0,800.0,50000.0,0.59,9427.11,0,8,0,0,1,2,1,8627.11
460214-67-7934,XOC9990,34,7,0,Proton X70,0,300.0,110000.0,0.4,20693.75,0,7,1,0,2,1,1,20393.75
591213-82-8289,JEA5965,35,13,1,Toyota Vios,0,1000.0,75000.0,0.46,12390.14,0,2,1,0,1,4,1,11390.14
930520-76-2795,FQS2609,38,61,12,Perodua Myvi,0,200.0,50000.0,0.4,9938.45,1,9,1,0,0,1,1,9738.45
940826-75-4940,ZOK3915,39,30,6,Perodua Myvi,0,500.0,50000.0,0.55,10537.34,0,5,1,0,0,2,1,10037.34
641121-24-3668,QIE6444,51,13,16,Perodua Myvi,0,200.0,50000.0,0.55,8262.38,0,6,0,0,2,1,1,8062.379999999999
461114-40-6693,WSB4620,41,12,9,Perodua Myvi,0,500.0,50000.0,0.55,13720.63,0,4,1,0,0,1,1,13220.63
631127-56-0888,RRQ3263,59,7,13,Perodua Myvi,0,500.0,50000.0,0.52,8251.55,0,7,0,0,2,0,1,7751.549999999999
990326-32-0555,HHB7123,44,2,5,Perodua Myvi,0,800.0,50000.0,0.5,11393.02,0,3,1,0,0,0,1,10593.02
001024-43-7725,OTC9487,50,120,2,Perodua Myvi,0,1000.0,50000.0,0.57,12639.97,0,1,0,0,0,0,1,11639.97
460126-95-4934,MUK0173,22,48,15,Honda City,1,300.0,80000.0,0.75,18238.55,0,3,1,0,0,2,1,17938.55
021020-75-8055,XYG2987,42,4,5,Proton X70,0,300.0,110000.0,0.69,37086.09,0,5,1,0,0,3,1,36786.09
050519-32-4134,KLB8861,24,20,13,Perodua Myvi,0,500.0,50000.0,0.54,11714.94,0,4,1,0,0,1,1,11214.94
760917-47-6358,MLB5309,40,44,2,Proton X70,0,800.0,110000.0,0.49,19019.77,0,5,1,0,0,1,1,18219.77
751227-67-9517,KOX6342,35,2,20,Perodua Myvi,0,800.0,50000.0,0.74,14167.49,0,7,1,0,0,1,1,13367.49
650418-02-3417,CHJ5061,29,1,0,Perodua Myvi,0,1000.0,50000.0,0.68,14842.77,0,7,0,0,0,2,1,13842.77
880610-56-4430,LYN1921,32,47,11,Honda City,0,300.0,80000.0,0.73,26693.74,1,4,0,0,0,1,1,26393.74
640924-46-8656,CJD1132,31,1,2,Proton X70,0,800.0,110000.0,0.79,27795.81,0,6,0,0,2,0,1,26995.81
610715-28-6364,FNI6627,43,3,4,Perodua Myvi,0,1000.0,50000.0,0.72,16389.09,0,3,1,0,0,1,1,15389.09
790730-56-0564,TLP5203,37,21,19,Perodua Myvi,0,500.0,50000.0,0.53,11790.42,0,5,1,0,0,1,1,11290.42
720122-48-0409,CXC9453,25,45,16,Toyota Vios,0,1000.0,75000.0,0.61,21238.58,0,2,1,0,0,0,1,20238.58
000417-73-1838,BON9383,51,56,11,Toyota Vios,0,1000.0,75000.0,0.75,17796.04,0,4,1,0,1,1,1,16796.04
631123-12-9276,YCX2990,18,0,0,Perodua Myvi,0,200.0,50000.0,0.52,10714.91,0,4,1,0,1,0,1,10514.91
941031-35-1169,PES2677,21,36,18,BMW 3 Series,0,800.0,250000.0,0.51,54459.95,0,5,1,0,0,1,1,53659.95
500613-84-9234,FYG9514,27,20,14,Toyota Vios,0,200.0,75000.0,0.65,21445.26,0,6,0,0,0,0,1,21245.26
730312-72-9929,MIS3206,18,0,11,Perodua Myvi,0,300.0,50000.0,0.62,10389.34,0,2,0,0,1,2,1,10089.34
610112-52-5930,FZN1489,27,2,0,Proton X70,0,300.0,110000.0,0.5,22675.05,0,2,1,0,0,1,1,22375.05
020308-24-1644,HHN6276,50,56,16,Toyota Vios,0,500.0,75000.0,0.54,12423.69,0,4,1,0,1,0,1,11923.69
890312-94-1450,AEY6610,40,3,20,Perodua Myvi,0,500.0,50000.0,0.5,10971.83,0,9,1,0,1,0,1,10471.83
490530-75-5623,KTH4173,40,111,5,Perodua Myvi,0,500.0,50000.0,0.6,14586.8,0,11,0,0,0,1,1,14086.8
780727-95-8008,FYV3842,47,4,6,Perodua Myvi,0,1000.0,50000.0,0.43,10273.75,0,7,1,0,1,2,1,9273.75
740308-59-5171,RAF9519,52,6,3,Perodua Myvi,0,500.0,50000.0,0.56,12243.5,0,6,1,0,1,1,1,11743.5
711005-77-7319,OPP0810,44,21,0,Perodua Myvi,0,800.0,50000.0,0.42,6545.51,0,2,1,0,0,1,1,5745.51
770107-16-5782,TCE8793,24,23,6,Toyota Vios,0,800.0,75000.0,0.6,18000.37,0,3,1,0,0,2,1,17200.37
710824-42-6422,KTT0057,41,9,11,Perodua Myvi,0,800.0,50000.0,0.57,12522.08,1,5,0,0,1,1,1,11722.08
981120-09-4859,JJA9173,21,36,11,Perodua Myvi,0,800.0,50000.0,0.45,10830.96,1,3,1,0,0,0,1,10030.96
840425-42-5588,AZW7233,32,38,16,BMW 3 Series,0,1000.0,250000.0,0.73,69727.19,0,5,1,0,1,1,1,68727.19
860428-66-8946,DRG4298,56,37,20,Perodua Myvi,0,300.0,50000.0,0.44,9202.7,0,3,1,0,1,0,1,8902.7
060505-64-5554,QFW5446,53,41,4,Honda City,0,500.0,80000.0,0.41,14386.74,0,4,0,0,0,0,1,13886.74
810216-12-0593,CZP5444,41,5,6,Perodua Myvi,0,200.0,50000.0,0.68,13984.34,0,9,1,0,1,2,1,13784.34
680121-81-8870,PJE1494,44,16,12,Perodua Myvi,0,800.0,50000.0,0.61,10051.28,1,5,0,0,0,0,0,0.0
450622-39-2452,GOK7445,23,4,0,Proton X70,0,500.0,110000.0,0.74,30003.14,0,4,1,0,1,1,1,29503.14
931116-15-6137,KRX9798,56,2,6,Perodua Myvi,0,800.0,50000.0,0.63,14783.2,1,6,1,0,0,1,1,13983.2
470701-70-2448,HNH5221,44,10,15,Honda City,0,300.0,80000.0,0.64,19866.77,1,6,1,0,0,1,1,19566.77
960413-02-7960,UCL0742,47,5,18,Perodua Myvi,0,200.0,50000.0,0.5,9665.67,0,2,0,0,0,1,1,9465.67
540702-85-5216,WPF8909,24,11,4,Proton X70,0,200.0,110000.0,0.72,36718.81,0,6,1,0,0,2,1,36518.81
750227-79-1781,PQX4425,26,0,3,Toyota Vios,0,300.0,75000.0,0.61,19454.19,1,10,1,0,1,1,1,19154.19
500605-34-3420,OXF5448,50,3,15,Perodua Myvi,1,200.0,50000.0,0.68,13161.32,0,3,1,0,0,0,0,0.0
470322-29-1935,WVB1740,34,0,4,Proton X70,0,500.0,110000.0,0.76,31907.0,0,6,1,0,1,1,1,31407.0
931113-28-0940,EWB1269,28,67,0,Perodua Myvi,0,800.0,50000.0,0.56,8652.41,0,3,0,0,0,1,1,7852.41
651008-61-4211,SUU0569,45,11,12,Perodua Myvi,0,1000.0,50000.0,0.72,13947.23,0,3,1,0,0,1,1,12947.23
650821-55-5210,MCC9082,49,90,13,Honda City,0,300.0,80000.0,0.77,30734.42,0,4,1,0,0,1,1,30434.42
950929-90-7894,KMQ9634,55,52,15,Perodua Myvi,1,500.0,50000.0,0.57,11125.8,0,4,1,0,2,1,1,10625.8
601103-20-9181,HJM9832,37,3,0,Toyota Vios,0,800.0,75000.0,0.7,17519.2,0,8,0,0,0,0,0,0.0
820804-85-7436,ZXZ6020,41,37,17,Perodua Myvi,0,200.0,50000.0,0.68,13712.42,0,5,1,0,0,1,1,13512.42
870606-27-4100,ONV7322,48,73,16,Perodua Myvi,0,300.0,50000.0,0.71,17584.65,0,3,1,0,1,0,1,17284.65
900913-65-9575,NLZ4253,38,4,10,Mazda 3,0,1000.0,130000.0,0.79,31665.66,0,7,0,0,1,0,1,30665.66
590225-55-6957,WSQ5632,39,3,19,Perodua Myvi,0,1000.0,50000.0,0.58,11210.83,0,6,0,0,0,0,1,10210.83
530415-16-0881,JCG7296,50,2,6,Toyota Vios,0,800.0,75000.0,0.49,11146.35,0,8,0,0,0,1,1,10346.35
731008-14-6964,PVV5183,40,143,4,Proton X70,0,500.0,110000.0,0.62,24454.27,0,4,0,0,1,0,1,23954.27
520819-11-1975,PYB4689,43,7,1,Perodua Myvi,0,500.0,50000.0,0.77,13446.54,1,7,0,0,0,0,0,0.0
581013-01-9469,NNJ3365,29,16,5,Perodua Myvi,0,200.0,50000.0,0.51,12121.51,0,5,0,0,0,2,1,11921.51
681223-99-9121,AYV4381,38,0,17,Perodua Myvi,0,1000.0,50000.0,0.55,12444.33,0,4,1,0,0,1,1,11444.33
941209-34-4231,QPX8605,44,4,3,Mazda 3,0,200.0,130000.0,0.58,26657.35,0,7,1,0,1,0,1,26457.35
070216-66-4033,EYV0918,53,16,5,Proton X70,0,300.0,110000.0,0.63,34075.6,0,6,0,0,1,0,1,33775.6
741130-17-7567,BWS1694,43,11,5,Perodua Myvi,0,200.0,50000.0,0.58,11317.6,0,0,1,0,0,1,1,11117.6
040103-51-3921,OUJ8743,31,77,14,Perodua Myvi,1,200.0,50000.0,0.7,15780.32,1,5,1,0,0,2,1,15580.32
630814-64-8290,RWJ8162,49,72,7,Perodua Myvi,1,200.0,50000.0,0.43,7387.1,0,5,0,0,1,1,1,7187.1
000206-86-3116,PEQ0539,39,3,5,Proton X70,0,300.0,110000.0,0.45,20987.34,0,4,1,0,1,1,1,20687.34
590701-57-3301,WJE8081,44,5,5,Perodua Myvi,1,200.0,50000.0,0.44,9585.45,1,4,0,0,0,1,0,0.0
691222-73-1070,ZDX7134,47,3,1,Proton X70,0,800.0,110000.0,0.41,14246.18,1,5,1,0,1,0,1,13446.18
720309-10-5190,WWS8691,28,76,13,Honda City,0,1000.0,80000.0,0.79,23504.91,0,6,0,0,0,1,1,22504.91
550726-59-4821,MJB6858,35,60,19,Perodua Myvi,0,200.0,50000.0,0.43,8368.69,0,6,0,0,1,1,1,8168.6900000000005
550709-54-1256,BMM6489,22,48,17,Perodua Myvi,0,1000.0,50000.0,0.44,9723.61,1,2,1,0,1,1,1,8723.61
960313-57-7640,GMX9704,30,101,19,Perodua Myvi,0,800.0,50000.0,0.49,9765.81,0,6,1,0,0,2,1,8965.81
980715-11-5071,KOM0100,58,65,2,Proton X70,1,800.0,110000.0,0.74,40100.86,0,5,1,0,0,1,1,39300.86
930617-97-8374,ETC7956,33,1,24,BMW 3 Series,0,300.0,250000.0,0.67,80888.69,0,7,1,0,0,1,1,80588.69
450325-10-3873,DWW1896,37,37,13,Nissan Almera,0,200.0,70000.0,0.46,11636.06,0,4,1,0,1,1,1,11436.06
601210-49-7814,NZF5023,24,42,10,Perodua Myvi,0,300.0,50000.0,0.77,15375.97,0,5,1,0,1,3,1,15075.97
840214-64-9683,ZQJ4660,57,68,0,Proton X70,0,1000.0,110000.0,0.63,27386.13,1,3,1,0,0,1,1,26386.13
801026-98-1247,MOR6240,42,79,4,Nissan Almera,1,500.0,70000.0,0.67,17541.18,0,6,1,0,0,0,1,17041.18
800310-51-4542,RCD7070,36,4,18,Perodua Myvi,0,800.0,50000.0,0.57,9459.17,0,3,0,0,0,2,1,8659.17
040525-20-3106,PTW4979,43,55,6,Perodua Myvi,0,800.0,50000.0,0.73,16710.28,0,4,1,0,1,0,1,15910.279999999999
720604-30-6301,CSN3593,40,7,5,Proton X70,0,300.0,110000.0,0.55,24797.01,0,6,1,0,0,1,1,24497.01
521111-75-6242,VYC3830,45,80,7,Toyota Vios,0,800.0,75000.0,0.41,12524.92,0,3,1,0,0,2,1,11724.92
830205-98-1921,GKU7773,40,14,7,Proton X70,0,200.0,110000.0,0.45,22841.62,0,2,1,0,0,0,1,22641.62
981106-79-4227,XKS5412,35,5,4,Toyota Vios,0,500.0,75000.0,0.67,22212.67,0,3,0,0,0,1,1,21712.67
000925-96-1006,LFP7794,35,69,0,Nissan Almera,0,800.0,70000.0,0.57,13776.09,0,6,0,0,2,0,1,12976.09
700622-74-7978,DHZ9097,28,9,7,Proton X70,0,800.0,110000.0,0.66,33739.72,0,9,1,0,0,4,1,32939.72
510531-96-4194,TIM6705,37,12,7,Proton X70,0,300.0,110000.0,0.63,28577.92,0,6,1,0,0,1,1,28277.92
610701-77-8349,WIL1615,64,6,5,Perodua Myvi,0,1000.0,50000.0,0.79,18222.74,0,4,1,0,0,2,1,17222.74
951006-26-6340,VLZ9808,30,11,6,Mazda 3,0,500.0,130000.0,0.69,40883.35,1,6,1,0,1,0,1,40383.35
830524-06-3357,RZU7552,30,79,2,Nissan Almera,0,500.0,70000.0,0.7,15466.08,0,6,1,0,0,0,1,14966.08
860417-33-2095,INQ0144,18,0,8,Honda City,0,500.0,80000.0,0.54,16094.79,0,4,0,0,0,0,1,15594.79
051218-65-5444,JIJ4478,46,103,9,Honda City,0,800.0,80000.0,0.8,26968.98,0,9,1,0,0,2,1,26168.98
860330-03-0081,OII8919,61,37,15,Honda City,0,500.0,80000.0,0.77,22167.84,0,8,1,1,0,0,1,21667.84
540220-14-2794,RBP4384,54,127,4,Proton X70,0,800.0,110000.0,0.76,29768.09,0,6,1,0,1,2,1,28968.09
750205-87-6388,HUY2709,39,12,7,Proton X70,0,500.0,110000.0,0.42,16075.23,0,10,1,0,1,2,1,15575.23
520217-33-3532,KHF2627,64,49,8,Perodua Myvi,0,500.0,50000.0,0.64,9893.49,0,7,1,0,1,0,1,9393.49
620104-84-5693,HGL3818,36,43,14,Perodua Myvi,1,300.0,50000.0,0.72,16518.65,0,5,1,0,1,2,1,16218.650000000001
440728-43-1278,COT8312,45,0,0,Proton X70,1,1000.0,110000.0,0.74,31352.92,0,4,1,0,0,3,1,30352.92
690514-87-4758,KTQ0960,47,4,22,Mazda 3,0,500.0,130000.0,0.71,44378.25,0,5,1,0,2,1,1,43878.25
560601-92-1251,UWZ2401,25,10,11,Perodua Myvi,0,500.0,50000.0,0.54,8661.18,1,6,1,0,0,0,1,8161.18
790217-61-2622,HLN1324,46,15,13,Toyota Vios,0,1000.0,75000.0,0.64,20555.04,0,5,1,0,0,0,1,19555.04
470614-93-3684,FCP2534,30,47,4,Proton X70,0,300.0,110000.0,0.59,23739.7,1,4,0,0,0,1,1,23439.7
740828-50-7623,UXI9481,25,1,9,Toyota Vios,0,800.0,75000.0,0.58,21624.91,0,6,0,0,0,1,1,20824.91
800623-60-2461,EXL8195,24,40,1,Proton X70,0,500.0,110000.0,0.46,22162.98,1,5,1,0,1,0,1,21662.98
670307-79-4095,EQR6066,46,14,13,Perodua Myvi,0,1000.0,50000.0,0.6,9483.03,0,2,1,0,1,1,1,8483.03
490109-56-9542,VPQ3331,29,94,19,Perodua Myvi,0,1000.0,50000.0,0.71,10972.17,0,6,1,0,1,0,1,9972.17
630906-50-4189,KRO1287,34,63,10,Perodua Myvi,0,800.0,50000.0,0.46,10830.04,0,2,1,0,0,0,1,10030.04
941009-90-4966,SGS6238,56,4,3,Nissan Almera,0,200.0,70000.0,0.76,20423.46,0,10,1,0,0,1,1,20223.46
770626-45-7472,JKY2052,38,27,3,Perodua Myvi,0,500.0,50000.0,0.63,13599.32,0,5,1,0,1,0,1,13099.32
540311-26-6271,GTD9316,47,25,6,Perodua Myvi,0,800.0,50000.0,0.52,12455.63,1,2,1,0,0,0,1,11655.63
601126-41-1111,OYD5203,41,71,4,Perodua Myvi,0,800.0,50000.0,0.8,19806.22,0,2,1,0,2,0,1,19006.22
490515-23-7979,YIR5494,36,1,3,Proton X70,0,300.0,110000.0,0.75,40609.93,1,6,0,0,0,1,1,40309.93
930730-83-0162,NKN8146,61,9,11,Toyota Vios,0,1000.0,75000.0,0.72,26918.23,0,11,0,0,0,1,1,25918.23
510421-14-3168,GYK9380,39,1,15,Perodua Myvi,0,300.0,50000.0,0.66,15696.0,1,5,1,0,0,0,1,15396.0
680101-75-8629,GNZ2136,55,40,2,Proton X70,0,1000.0,110000.0,0.74,39073.24,1,7,0,0,1,1,0,0.0
600429-98-1241,EWT3730,39,15,6,Proton X70,0,300.0,110000.0,0.51,26683.14,0,7,0,0,0,1,1,26383.14
730903-85-6932,UOP7911,41,75,7,Proton X70,0,500.0,110000.0,0.49,24305.85,0,3,0,0,1,0,1,23805.85
030422-66-0397,QDZ1205,38,0,17,Honda City,0,500.0,80000.0,0.7,22003.75,0,4,1,0,1,0,1,21503.75
880618-08-5387,LOP4962,52,25,11,Honda City,0,500.0,80000.0,0.59,21638.16,0,6,1,0,0,1,1,21138.16
471123-30-4934,YMA2149,48,74,1,Proton X70,0,200.0,110000.0,0.68,35227.07,0,6,1,0,0,1,1,35027.07
920926-82-3475,BOT7718,52,3,11,Mazda 3,0,500.0,130000.0,0.4,17908.76,0,7,0,0,0,2,1,17408.76
860416-66-9516,DPN3703,40,68,2,Perodua Myvi,0,500.0,50000.0,0.78,15398.46,1,3,1,0,1,0,1,14898.46
840822-46-7540,PIN2826,52,61,1,Proton X70,0,800.0,110000.0,0.44,22671.56,0,6,0,0,0,1,1,21871.56
910807-40-1713,VYS7553,48,20,5,Proton X70,0,1000.0,110000.0,0.76,37884.87,0,5,1,0,0,0,1,36884.87
760115-39-2977,AVC5255,32,96,1,Mazda 3,0,800.0,130000.0,0.56,27697.74,0,5,0,0,0,0,1,26897.74
541113-54-2640,LAK0290,40,36,10,Perodua Myvi,0,500.0,50000.0,0.63,13261.89,0,7,0,0,1,0,1,12761.89
531007-30-8689,DHD7222,37,0,1,Honda City,0,200.0,80000.0,0.58,15690.14,0,4,1,0,1,1,1,15490.14
460711-35-3870,FIZ8508,24,29,2,Toyota Vios,0,1000.0,75000.0,0.56,20327.08,0,7,1,0,0,0,1,19327.08
620401-97-5432,ZLA4239,23,7,12,Nissan Almera,0,500.0,70000.0,0.47,13901.42,0,9,1,0,1,3,1,13401.42
741202-11-3111,WKK2976,35,18,1,Proton X70,0,1000.0,110000.0,0.78,26310.34,0,6,1,0,0,0,1,25310.34
730307-89-0790,IZS5591,26,7,20,Perodua Myvi,0,500.0,50000.0,0.68,10371.1,1,2,1,0,0,0,1,9871.1
541204-80-8305,HTX8253,56,2,2,Toyota Vios,0,1000.0,75000.0,0.59,19535.67,0,8,1,0,1,0,1,18535.67
800107-50-0394,QKX2245,21,2,13,Perodua Myvi,0,200.0,50000.0,0.55,11976.51,0,5,1,0,0,1,1,11776.51
450310-03-0238,CHU1604,31,41,19,Perodua Myvi,0,300.0,50000.0,0.64,12868.29,0,6,1,0,2,0,1,12568.29
450221-60-1146,OFC3022,37,4,20,Perodua Myvi,0,300.0,50000.0,0.44,6701.34,0,1,0,0,0,1,1,6401.34
700424-10-9866,BHD3286,45,84,4,Perodua Myvi,0,800.0,50000.0,0.74,17951.14,0,4,1,0,0,2,1,17151.14
781122-17-6380,EDI4681,27,15,1,Proton X70,0,800.0,110000.0,0.53,18444.81,0,5,0,0,0,1,1,17644.81
060926-52-3652,GGC7247,23,58,15,Perodua Myvi,0,200.0,50000.0,0.45,10208.46,1,4,1,0,0,1,1,10008.46
970720-16-4844,YJR1710,43,102,6,Proton X70,0,800.0,110000.0,0.52,25556.01,1,6,1,0,1,1,1,24756.01
760721-71-3673,FFC1718,40,9,8,Perodua Myvi,0,1000.0,50000.0,0.58,12298.45,0,2,1,0,1,0,1,11298.45
940820-76-6456,LSD4872,33,5,5,Proton X70,0,300.0,110000.0,0.59,28210.57,0,5,1,0,0,2,1,27910.57
940823-17-3128,IRP8948,39,44,15,Perodua Myvi,0,500.0,50000.0,0.41,7783.76,0,4,1,0,2,2,1,7283.76
940615-29-3833,NEU2418,62,1,9,Nissan Almera,0,1000.0,70000.0,0.4,13988.31,0,1,0,0,1,2,1,12988.31
600826-60-9788,JWO3058,34,15,16,Perodua Myvi,0,500.0,50000.0,0.54,11818.22,1,7,1,0,0,1,1,11318.22
610920-97-8773,TXB2987,26,5,15,Perodua Myvi,0,200.0,50000.0,0.78,14720.0,1,4,1,0,0,0,1,14520.0
811103-15-7867,WHM2623,18,0,6,Proton X70,0,300.0,110000.0,0.71,29473.23,0,5,1,0,0,2,1,29173.23
450828-57-3807,CUD6945,30,39,2,Proton X70,0,200.0,110000.0,0.63,32408.85,0,4,1,0,1,0,1,32208.85
950221-09-5291,SOA5178,32,66,7,Honda City,0,1000.0,80000.0,0.41,14568.08,0,6,1,0,0,0,1,13568.08
050413-27-0772,FDC9045,46,41,0,Toyota Vios,0,500.0,75000.0,0.78,23011.75,0,5,1,0,1,1,1,22511.75
890207-78-6248,CGG6535,38,0,13,Honda City,0,200.0,80000.0,0.72,20539.63,1,6,1,0,1,4,1,20339.63
910425-64-7192,AWY8489,49,13,8,Perodua Myvi,0,1000.0,50000.0,0.51,12564.0,0,7,1,0,1,1,1,11564.0
960522-19-7145,VEF0280,55,20,8,Perodua Myvi,0,200.0,50000.0,0.64,14235.01,0,4,1,0,0,2,1,14035.01
960111-28-8360,XMJ1191,49,78,10,Perodua Myvi,0,300.0,50000.0,0.73,12221.4,0,3,0,0,1,0,1,11921.4
670302-89-1690,MNM1400,29,4,4,Proton X70,0,500.0,110000.0,0.43,23240.73,1,6,1,0,0,1,1,22740.73
790217-34-7287,DKU3468,38,54,6,Proton X70,0,800.0,110000.0,0.41,17439.87,0,4,1,0,0,0,1,16639.87
541007-04-6904,CMX2418,49,0,4,Proton X70,0,800.0,110000.0,0.68,35196.41,0,4,0,0,0,3,1,34396.41
961103-67-4020,CAZ9021,48,2,4,Perodua Myvi,0,800.0,50000.0,0.51,9062.6,0,4,0,0,0,1,1,8262.6
000124-21-4011,MZA0529,49,39,0,Proton X70,1,300.0,110000.0,0.79,34763.74,0,7,1,0,0,2,1,34463.74
480922-07-0431,UNZ1702,31,2,12,Perodua Myvi,1,200.0,50000.0,0.48,9105.82,0,2,1,0,2,0,1,8905.82
860712-09-5107,HLM5322,61,23,1,Perodua Myvi,0,1000.0,50000.0,0.42,10379.84,0,8,0,0,0,2,1,9379.84
871007-17-7546,MOS9900,51,37,12,Nissan Almera,0,300.0,70000.0,0.64,17133.73,0,5,1,0,0,0,1,16833.73
880601-67-9797,UQK3497,22,12,4,Perodua Myvi,0,1000.0,50000.0,0.47,7145.34,0,4,1,0,0,0,1,6145.34
900420-37-9614,VGP0631,30,2,9,Nissan Almera,0,300.0,70000.0,0.55,18321.26,0,5,0,0,0,0,1,18021.26
820420-49-0689,PPU1615,28,7,3,Proton X70,0,800.0,110000.0,0.62,31882.3,0,5,1,0,0,0,1,31082.3
460501-77-9924,WFU2696,39,15,10,Perodua Myvi,1,300.0,50000.0,0.71,16717.3,0,8,1,0,1,1,0,0.0
660401-86-1049,SCY8233,24,72,2,Proton X70,0,800.0,110000.0,0.79,37563.68,0,1,0,0,0,0,1,36763.68
530913-11-6911,XLD5334,18,0,4,Proton X70,0,800.0,110000.0,0.42,21103.58,0,7,1,0,2,0,1,20303.58
750106-98-0024,SWR4506,37,52,2,BMW 3 Series,0,500.0,250000.0,0.5,41290.27,0,4,0,0,0,2,1,40790.27
990611-33-8231,PKI4788,49,9,7,Honda City,1,800.0,80000.0,0.71,25027.35,0,8,1,0,0,1,0,0.0
911215-01-0616,TUI2234,35,4,1,Perodua Myvi,0,800.0,50000.0,0.56,8650.89,0,8,1,0,0,1,1,7850.889999999999
530319-43-3769,WKP7394,38,56,5,Perodua Myvi,0,1000.0,50000.0,0.72,14208.27,0,6,1,0,0,3,1,13208.27
660908-02-8175,XPB4903,72,1,4,Honda City,0,800.0,80000.0,0.51,16467.39,0,3,1,0,0,2,1,15667.39
880215-04-3976,OKL9935,32,42,4,Proton X70,0,500.0,110000.0,0.68,35780.57,0,4,0,0,1,0,1,35280.57
490422-93-2064,NOF8383,29,16,0,Proton X70,0,800.0,110000.0,0.71,37190.82,0,1,1,0,0,0,1,36390.82
841028-41-7139,XIZ2478,31,7,14,Mazda 3,0,800.0,130000.0,0.51,31518.18,0,4,1,0,0,2,1,30718.18
060726-55-7190,SCL7862,45,40,15,Perodua Myvi,1,800.0,50000.0,0.68,13661.28,0,5,0,0,0,1,0,0.0
800314-17-6357,UTN7898,31,11,8,Mazda 3,0,800.0,130000.0,0.67,34800.04,0,5,1,0,2,0,1,34000.04
570414-91-6810,CSF5405,55,4,17,Perodua Myvi,0,500.0,50000.0,0.73,15725.64,1,3,1,0,0,1,1,15225.64
030520-22-1526,BGQ6955,55,53,5,Perodua Myvi,1,300.0,50000.0,0.43,7066.55,0,9,0,0,0,0,0,0.0
480107-39-3796,YGY5230,54,57,25,BMW 3 Series,0,1000.0,250000.0,0.75,90794.74,0,3,1,0,0,2,1,89794.74
910915-81-8697,DKB8616,18,0,4,Proton X70,0,200.0,110000.0,0.63,31429.41,0,3,1,0,1,2,1,31229.41
890407-66-2299,LEY2395,27,24,1,Proton X70,0,200.0,110000.0,0.67,34609.25,1,5,1,0,0,1,1,34409.25
751015-99-2650,UYP8162,65,17,16,Perodua Myvi,0,300.0,50000.0,0.57,9275.22,0,4,1,0,0,2,1,8975.22
530802-68-3078,YQO5468,53,70,4,Toyota Vios,1,800.0,75000.0,0.5,15122.64,0,2,1,0,0,0,1,14322.64
880208-60-4344,XVC6985,39,10,11,Perodua Myvi,0,500.0,50000.0,0.64,11418.93,1,2,1,0,0,0,1,10918.93
880916-49-5014,DZE1042,18,0,15,Perodua Myvi,0,800.0,50000.0,0.47,10061.09,0,11,0,0,0,0,0,0.0
950823-72-4309,MZR9537,36,125,11,Nissan Almera,0,300.0,70000.0,0.43,10154.48,0,4,1,0,0,0,1,9854.48
680208-25-6338,VOE0575,42,4,15,Perodua Myvi,0,800.0,50000.0,0.48,8905.59,0,3,1,0,2,1,1,8105.59
510506-28-8835,TRS6537,56,38,1,Toyota Vios,0,300.0,75000.0,0.66,24223.8,0,2,1,0,0,1,1,23923.8
001227-49-3905,NSL1299,40,128,5,Perodua Myvi,1,500.0,50000.0,0.48,9887.13,0,9,1,0,1,1,1,9387.13
441013-54-3673,EAK4183,37,33,14,Toyota Vios,0,800.0,75000.0,0.66,17435.27,0,1,1,0,1,0,1,16635.27
590510-19-0918,GKO2975,48,66,7,Perodua Myvi,0,800.0,50000.0,0.8,15709.48,1,4,0,0,0,1,1,14909.48
510724-01-1919,VUY0067,55,48,20,Perodua Myvi,1,1000.0,50000.0,0.45,10682.36,1,5,1,0,1,1,0,0.0
870811-69-5974,XSG2153,60,105,20,Perodua Myvi,0,800.0,50000.0,0.45,8597.33,1,7,0,0,0,1,1,7797.33
